video_id,title,author,lyrics
GkXUtcNBVrs,natural,imagine dragons,"
<br>Will you hold the line<br>When every one of them has given up and given in, tell me<br>In this house of mine<br>Nothing ever comes without a consequence or cost, tell me<br>Will the stars align?<br>Will heaven step in? Will it save us from our sin? Will it?<br>'Cause this house of mine stands strong<br><br>That's the price you pay<br>Leave behind your heart and cast away<br>Just another product of today<br>Rather be the hunter than the prey<br>And you're standing on the edge, face up 'cause you're a...<br><br>Natural<br>A beating heart of stone<br>You gotta be so cold<br>To make it in this world<br>Yeah, you're a natural<br>Living your life cutthroat<br>You gotta be so cold<br>Yeah, you're a natural<br><br>Will somebody<br>Let me see the light within the dark trees shadowing<br>What's happening?<br>Looking through the glass find the wrong within the past knowing<br>Oh, we are the youth<br>Cut until it bleeds inside a world, without the peace, face it<br>A bit of the truth, the truth<br><br>That's the price you pay<br>Leave behind your heart and cast away<br>Just another product of today<br>Rather be the hunter than the prey<br>And you're standing on the edge, face up 'cause you're a...<br><br>Natural<br>A beating heart of stone<br>You gotta be so cold<br>To make it in this world<br>Yeah, you're a natural<br>Living your life cutthroat<br>You gotta be so cold<br>Yeah, you're a natural<br><br>Deep inside me, I'm fading to black, I'm fading<br>Took an oath by the blood of my hand, won't break it<br>I can taste it, the end is upon us, I swear<br>Gonna make it<br>I'm gonna make it<br><br>Natural<br>A beating heart of stone<br>You gotta be so cold<br>To make it in this world<br>Yeah, you're a natural<br>Living your life cutthroat<br>You gotta be so cold<br>Yeah, you're a natural<br><br>Natural<br>Yeah, you're a natural<br>"
sENM2wA_FTg,it's time,imagine dragons,"
<br>So this is what you meant<br>When you said that you were spent<br>And now it's time to build from the bottom of the pit<br>Right to the top<br>Don't hold back<br>Packing my bags and giving the academy a rain-check<br><br>I don't ever wanna let you down<br>I don't ever wanna leave this town<br>'Cause after all<br>This city never sleeps at night<br><br>It's time to begin, isn't it?<br>I get a little bit bigger but then I'll admit<br>I'm just the same as I was<br>Now don't you understand<br>That I'm never changing who I am<br><br>So this is where you fell<br>And I am left to sell<br>The path to heaven runs through miles of clouded hell<br>Right to the top<br>Don't look back<br>Turning to rags and giving the commodities a rain-check<br><br>I don't ever wanna let you down<br>I don't ever wanna leave this town<br>'Cause after all<br>This city never sleeps at night<br><br>It's time to begin, isn't it?<br>I get a little bit bigger but then I'll admit<br>I'm just the same as I was<br>Now don't you understand<br>That I'm never changing who I am<br><br>It's time to begin, isn't it?<br>I get a little bit bigger but then I'll admit<br>I'm just the same as I was<br>Now don't you understand<br>That I'm never changing who I am<br><br>This road never looked so lonely<br>This house doesn't burn down slowly<br>To ashes, to ashes<br><br>It's time to begin, isn't it?<br>I get a little bit bigger but then I'll admit<br>I'm just the same as I was<br>Now don't you understand<br>That I'm never changing who I am<br><br>It's time to begin, isn't it?<br>I get a little bit bigger but then I'll admit<br>I'm just the same as I was<br>Don't you understand<br>That I'm never changing who I am<br>"
mgT0N3tMP74,counting stars,oneRepublic,"
<br>Lately, I've been, I've been losing sleep<br>Dreaming about the things that we could be<br>But, baby, I've been, I've been praying hard<br>Said no more counting dollars, we'll be counting stars<br>Yeah, we'll be counting stars<br><br>I see this life like a swinging vine<br>Swing my heart across the line<br>And in my face is flashing signs<br>Seek it out and ye shall find<br><br>Old but I'm not that old<br>Young but I'm not that bold<br>And I don't think the world is sold<br>On just doing what we're told<br><br>I feel something so right doing the wrong thing<br>And I feel something so wrong doing the right thing<br>I couldn't lie, couldn't lie, couldn't lie<br>Everything that kills me makes me feel alive<br><br>Lately, I've been, I've been losing sleep<br>Dreaming about the things that we could be<br>But, baby, I've been, I've been praying hard<br>Said no more counting dollars, we'll be counting stars<br><br>Lately, I've been, I've been losing sleep<br>Dreaming about the things that we could be<br>But, baby, I've been, I've been praying hard<br>Said no more counting dollars, we'll be, we'll be counting stars<br><br>I feel your love, and I feel it burn<br>Down this river every turn<br>Hope is our four-letter word<br>Make that money, watch it burn<br><br>Old, but I'm not that old<br>Young, but I'm not that bold<br>And I don't think the world is sold<br>On just doing what we're told<br><br>And I feel something so wrong doing the right thing<br>I couldn't lie, couldn't lie, couldn't lie<br>Everything that drowns me makes me wanna fly<br><br>Lately, I've been, I've been losing sleep<br>Dreaming about the things that we could be<br>But, baby, I've been, I've been praying hard<br>Said no more counting dollars, we'll be counting stars<br><br>Lately, I've been, I've been losing sleep<br>Dreaming about the things that we could be<br>But, baby, I've been, I've been praying hard<br>Said no more counting dollars, we'll be, we'll be counting stars<br><br>Oh, take that money, watch it burn<br>Sink in the river the lessons I've learned<br>Take that money, watch it burn<br>Sink in the river the lessons I've learned<br>Take that money, watch it burn<br>Sink in the river the lessons I've learned<br>Take that money, watch it burn<br>Sink in the river the lessons I've learned<br><br>Everything that kills me makes me feel alive<br><br>Lately, I've been, I've been losing sleep<br>Dreaming about the things that we could be<br>But, baby, I've been, I've been praying hard<br>Said no more counting dollars, we'll be counting stars<br><br>Lately, I've been, I've been losing sleep<br>Dreaming about the things that we could be<br>But, baby, I've been, I've been praying hard<br>Said no more counting dollars, we'll be, we'll be counting stars<br><br>Take that money, watch it burn<br>Sink in the river the lessons I've learned<br>Take that money, watch it burn<br>Sink in the river the lessons I've learned<br>Take that money ,watch it burn<br>Sink in the river the lessons I've learned<br>Take that money, watch it burn<br>Sink in the river the lessons I've learned<br>"
y4zdDXPYo0I,viva la vida,coldplay,"
<br>I used to rule the world<br>Seas would rise when I gave the word<br>Now in the morning I sleep alone<br>Sweep the streets I used to own<br><br>I used to roll the dice<br>Feel the fear in my enemy's eyes<br>Listened as the crowd would sing,<br>""Now the old king is dead! Long live the king!""<br>One minute I held the key<br>Next the walls were closed on me<br>And I discovered that my castles stand<br>Upon pillars of salt and pillars of sand<br><br>I hear Jerusalem bells a-ringing<br>Roman cavalry choirs are singing<br>Be my mirror, my sword and shield<br>My missionaries in a foreign field<br>For some reason I can't explain<br>Once you'd gone there was never<br>Never an honest word<br>And that was when I ruled the world<br><br>It was a wicked and wild wind<br>Blew down the doors to let me in<br>Shattered windows and the sound of drums<br>People couldn't believe what I'd become<br>Revolutionaries wait<br>For my head on a silver plate<br>Just a puppet on a lonely string<br>Oh who would ever want to be king?<br><br>I hear Jerusalem bells a-ringing<br>Roman cavalry choirs are singing<br>Be my mirror, my sword and shield<br>My missionaries in a foreign field<br>For some reason I can't explain<br>I know St. Peter won't call my name<br>Never an honest word<br>But that was when I ruled the world<br><br>Oh, oh, oh, oh, oh, oh [5x]<br><br>Hear Jerusalem bells a-ringing<br>Roman cavalry choirs are singing<br>Be my mirror, my sword and shield<br>My missionaries in a foreign field<br>For some reason I can't explain<br>I know St. Peter won't call my name<br>Never an honest word<br>But that was when I ruled the world<br>"
lYoWuaw5nSk,riptide,vance joy,"
<br>I was scared of dentists and the dark<br>I was scared of pretty girls and starting conversations<br>Oh, all my friends are turning green<br>You're the magician's assistant in their dream<br><br>Oh, oh, and they come unstuck<br><br>Lady, running down to the riptide<br>Taken away to the dark side<br>I wanna be your left-hand man<br>I love you when you're singing that song and<br>I got a lump in my throat 'cause<br>You're gonna sing the words wrong<br><br>There's this movie that I think you'll like<br>This guy decides to quit his job and heads to New York City<br>This cowboy's running from himself<br>And she's been living on the highest shelf<br><br>Oh, oh, and they come unstuck<br><br>Lady, running down to the riptide<br>Taken away to the dark side<br>I wanna be your left-hand man<br>I love you when you're singing that song and<br>I got a lump in my throat 'cause<br>You're gonna sing the words wrong<br><br>I just wanna, I just wanna know<br>If you're gonna, if you're gonna stay<br>I just gotta, I just gotta know<br>I can't have it, I can't have it any other way<br>I swear she's destined for the screen<br>Closest thing to Michelle Pfeiffer that you've ever seen, oh<br><br>Lady, running down to the riptide<br>Taken away to the dark side<br>I wanna be your left-hand man<br>I love you when you're singing that song and<br>I got a lump in my throat 'cause<br>You're gonna sing the words wrong<br><br>Oh, lady, running down to the riptide<br>Taken away to the dark side<br>I wanna be your left-hand man<br>I love you when you're singing that song and<br>I got a lump in my throat 'cause<br>You're gonna sing the words wrong<br><br>Oh, lady, running down to the riptide<br>Taken away to the dark side<br>I wanna be your left-hand man<br>I love you when you're singing that song and<br>I got a lump in my throat 'cause<br>You're gonna sing the words wrong<br>And I got a lump in my throat 'cause<br>You're gonna sing the words wrong<br>"
EByFZdw4wEA,stitches,shawn mendes,"
<br>I thought that I'd been hurt before<br>But no one's ever left me quite this sore<br>Your words cut deeper than a knife<br>Now I need someone to breathe me back to life<br><br>Got a feeling that I'm going under<br>But I know that I'll make it out alive<br>If I quit calling you my lover<br>Move on<br><br>You watch me bleed until I can't breathe<br>Shaking, falling onto my knees<br>And now that I'm without your kisses<br>I'll be needing stitches<br>Tripping over myself<br>Aching, begging you to come help<br>And now that I'm without your kisses<br>I'll be needing stitches<br><br>Just like a moth drawn to a flame<br>Oh, you lured me in, I couldn't sense the pain<br>Your bitter heart cold to the touch<br>Now I'm gonna reap what I sow<br>I'm left seeing red on my own<br><br>Got a feeling that I'm going under<br>But I know that I'll make it out alive<br>If I quit calling you my lover<br>Move on<br><br>You watch me bleed until I can't breathe<br>Shaking, falling onto my knees<br>And now that I'm without your kisses<br>I'll be needing stitches<br>Tripping over myself<br>Aching, begging you to come help<br>And now that I'm without your kisses<br>I'll be needing stitches<br><br>Needle and the thread<br>Gotta get you out of my head<br>Needle and the thread<br>Gonna wind up dead<br><br>Needle and the thread<br>Gotta get you out of my head<br>Needle and the thread<br>Gonna wind up dead<br><br>Needle and the thread<br>Gotta get you out of my head<br>Needle and the thread<br>Gonna wind up dead<br><br>Needle and the thread<br>Gotta get you out of my head, get you out of my head<br><br>You watch me bleed until I can't breathe<br>Shaking, falling onto my knees (falling on my knees)<br>And now that I'm without your kisses<br>I'll be needing stitches (and I'll be needing stitches)<br>Tripping over myself<br>Aching, begging you to come help (begging, ""Baby, please."")<br>And now that I'm without your kisses<br>I'll be needing stitches<br><br>(And now that)<br>I'm without your kisses<br>I'll be needing stitches<br>(And now that)<br>I'm without your kisses<br>I'll be needing stitches<br>"
rspUJPuEwmg,treat you better,shawn mendes,"
<br>I won't lie to you<br>I know he's just not right for you<br>And you can tell me if I'm off<br>But I see it on your face<br>When you say that he's the one that you want<br>And you're spending all your time<br>In this wrong situation<br>And anytime you want it to stop<br><br>I know I can treat you better than he can<br>And any girl like you deserves a gentleman<br>Tell me why are we wasting time<br>On all your wasted crying<br>When you should be with me instead<br>I know I can treat you better<br>Better than he can<br><br>I'll stop time for you<br>The second you say you'd like me to<br>I just wanna give you the loving that you're missing<br>Baby, just to wake up with you<br>Would be everything I need and this could be so different<br>Tell me what you want to do<br><br>'Cause I know I can treat you better than he can<br>And any girl like you deserves a gentleman<br>Tell me why are we wasting time<br>On all your wasted crying<br>When you should be with me instead<br>I know I can treat you better<br>Better than he can<br><br>Better than he can<br><br>Give me a sign<br>Take my hand, we'll be fine<br>Promise I won't let you down<br>Just know that you don't<br>Have to do this alone<br>Promise I'll never let you down<br><br>'Cause I know I can treat you better than he can<br>And any girl like you deserves a gentleman<br>Tell me why are we wasting time<br>On all your wasted crying<br>When you should be with me instead<br>I know I can treat you better<br>Better than he can<br><br>Better than he can<br><br>Better than he can<br>"
kPhpHvnnn0Q,perfect,ed sheeran,"
<br>I found a love for me<br>Darling, just dive right in and follow my lead<br>Well, I found a girl, beautiful and sweet<br>Oh, I never knew you were the someone waiting for me<br><br>'Cause we were just kids when we fell in love<br>Not knowing what it was<br>I will not give you up this time<br>But darling, just kiss me slow<br>Your heart is all I own<br>And in your eyes you're holding mine<br><br>Baby, I'm dancing in the dark<br>With you between my arms<br>Barefoot on the grass<br>Listening to our favourite song<br>When you said you looked a mess<br>I whispered underneath my breath<br>But you heard it,<br>Darling, you look perfect tonight<br><br>Well, I found a woman, stronger than anyone I know<br>She shares my dreams, I hope that someday I'll share her home<br>I found a love to carry more than just my secrets<br>To carry love, to carry children of our own<br><br>We are still kids but we're so in love<br>Fighting against all odds<br>I know we'll be alright this time<br>Darling, just hold my hand<br>Be my girl, I'll be your man<br>I see my future in your eyes<br><br>Baby, I'm dancing in the dark<br>With you between my arms<br>Barefoot on the grass<br>Listening to our favourite song<br>When I saw you in that dress<br>Looking so beautiful<br>I don't deserve this<br>Darling, you look perfect tonight<br><br>No, no, no<br><br>Baby, I'm dancing in the dark<br>With you between my arms<br>Barefoot on the grass<br>Listening to our favourite song<br>I have faith in what I see<br>Now I know I have met an angel in person<br>And she looks perfect<br>I don't deserve this<br>You look perfect tonight<br>"
lp-EO5I60KA,thinking out loud,ed sheeran,"
<br>When your legs don't work like they used to before<br>And I can't sweep you off of your feet<br>Will your mouth still remember the taste of my love?<br>Will your eyes still smile from your cheeks?<br><br>And, darling, I will be loving you 'til we're 70<br>And, baby, my heart could still fall as hard at 23<br>And I'm thinking 'bout how people fall in love in mysterious ways<br>Maybe just the touch of a hand<br>Well, me—I fall in love with you every single day<br>And I just wanna tell you I am<br><br>So, honey, now<br>Take me into your loving arms<br>Kiss me under the light of a thousand stars<br>Place your head on my beating heart<br>I'm thinking out loud<br>Maybe we found love right where we are<br><br>When my hair's all but gone and my memory fades<br>And the crowds don't remember my name<br>When my hands don't play the strings the same way (mmm...)<br>I know you will still love me the same<br><br>'Cause, honey, your soul could never grow old, it's evergreen<br>And, baby, your smile's forever in my mind and memory<br>I'm thinking 'bout how people fall in love in mysterious ways<br>Maybe it's all part of a plan<br>Well, I'll just keep on making the same mistakes<br>Hoping that you'll understand<br><br>That, baby, now<br>Take me into your loving arms<br>Kiss me under the light of a thousand stars<br>Place your head on my beating heart<br>Thinking out loud<br>Maybe we found love right where we are (oh, oh)<br><br>La, la, la, la, la, la, la, la, lo-ud<br><br>So, baby, now<br>Take me into your loving arms<br>Kiss me under the light of a thousand stars<br>Oh, darling, place your head on my beating heart<br>I'm thinking out loud<br>But maybe we found love right where we are<br>Oh, baby, we found love right where we are<br>And we found love right where we are<br>"
JGwWNGJdvx8,shape of you,ed sheeran,"
<br>The club isn't the best place to find a lover<br>So the bar is where I go (mmmm)<br>Me and my friends at the table doing shots<br>Drinking fast and then we talk slow (mmmm)<br>And you come over and start up a conversation with just me<br>And trust me I'll give it a chance now (mmmm)<br>Take my hand, stop, put Van The Man on the jukebox<br>And then we start to dance<br>And now I'm singing like<br><br>Girl, you know I want your love<br>Your love was handmade for somebody like me<br>Come on now, follow my lead<br>I may be crazy, don't mind me<br>Say, boy, let's not talk too much<br>Grab on my waist and put that body on me<br>Come on now, follow my lead<br>Come, come on now, follow my lead (mmmm)<br><br>I'm in love with the shape of you<br>We push and pull like a magnet do<br>Although my heart is falling too<br>I'm in love with your body<br>Last night you were in my room<br>And now my bedsheets smell like you<br>Every day discovering something brand new<br>I'm in love with your body<br><br>Oh I oh I oh I oh I<br>I'm in love with your body<br>Oh I oh I oh I oh I<br>I'm in love with your body<br>Oh I oh I oh I oh I<br>I'm in love with your body<br>Every day discovering something brand new<br>I'm in love with the shape of you<br><br>One week in we let the story begin<br>We're going out on our first date (mmmm)<br>You and me are thrifty, so go all you can eat<br>Fill up your bag and I fill up a plate (mmmm)<br>We talk for hours and hours about the sweet and the sour<br>And how your family is doing okay (mmmm)<br>And leave and get in a taxi, then kiss in the backseat<br>Tell the driver make the radio play<br>And I'm singing like<br><br>Girl, you know I want your love<br>Your love was handmade for somebody like me<br>Come on now, follow my lead<br>I may be crazy, don't mind me<br>Say, boy, let's not talk too much<br>Grab on my waist and put that body on me<br>Come on now, follow my lead<br>Come, come on now, follow my lead (mmmm)<br><br>I'm in love with the shape of you<br>We push and pull like a magnet do<br>Although my heart is falling too<br>I'm in love with your body<br>Last night you were in my room<br>And now my bedsheets smell like you<br>Every day discovering something brand new<br>I'm in love with your body<br><br>Oh I oh I oh I oh I<br>I'm in love with your body<br>Oh I oh I oh I oh I<br>I'm in love with your body<br>Oh I oh I oh I oh I<br>I'm in love with your body<br>Every day discovering something brand new<br>I'm in love with the shape of you<br><br>Come on, be my baby, come on<br>Come on, be my baby, come on<br>Come on, be my baby, come on<br>Come on, be my baby, come on<br>Come on, be my baby, come on<br>Come on, be my baby, come on<br>Come on, be my baby, come on<br>Come on, be my baby, come on<br><br>I'm in love with the shape of you<br>We push and pull like a magnet do<br>Although my heart is falling too<br>I'm in love with your body<br>Last night you were in my room<br>And now my bedsheets smell like you<br>Every day discovering something brand new<br>I'm in love with your body<br><br>Come on, be my baby, come on<br>Come on, be my baby, come on<br>I'm in love with your body<br>Come on, be my baby, come on<br>Come on, be my baby, come on<br>I'm in love with your body<br>Come on, be my baby, come on<br>Come on, be my baby, come on<br>I'm in love with your body<br>Every day discovering something brand new<br>I'm in love with the shape of you<br>"
K0ibBPhiaG0,castle on the hill,ed sheeran,"
<br>When I was six years old I broke my leg<br>I was running from my brother and his friends<br>And tasted the sweet perfume of the mountain grass I rolled down<br><br>I was younger then<br>Take me back to when<br><br>I found my heart and broke it here<br>Made friends and lost them through the years<br>And I've not seen the roaring fields in so long<br>I know I've grown<br>But I can't wait to go home<br><br>I'm on my way<br>Driving at 90 down those country lanes<br>Singing to ""Tiny Dancer""<br>And I miss the way<br>You make me feel<br>And it's real<br>When we watched the sunset over the castle on the hill<br><br>Fifteen years old and smoking hand-rolled cigarettes<br>Running from the law through the backfields and getting drunk with my friends<br>Had my first kiss on a Friday night<br>I don't reckon that I did it right<br><br>I was younger then,<br>Take me back to when<br><br>We found weekend jobs, when we got paid<br>We'd buy cheap spirits and drink them straight<br>Me and my friends have not thrown up in so long<br>Oh, how we've grown<br>But I can't wait to go home<br><br>I'm on my way<br>Driving at 90 down those country lanes<br>Singing to ""Tiny Dancer""<br>And I miss the way<br>You make me feel<br>And it's real<br>When we watched the sunset over the castle on the hill<br>Over the castle on the hill<br>Over the castle on the hill<br><br>One friend left to sell clothes<br>One works down by the coast<br>One had two kids but lives alone<br>One's brother overdosed<br>One's already on his second wife<br>One's just barely getting by<br>But these people raised me<br>And I can't wait to go home<br><br>And I'm on my way<br>I still remember these old country lanes<br>When we did not know the answers<br>And I miss the way<br>You make me feel<br>And it's real<br>When we watched the sunset over the castle on the hill<br>Over the castle on the hill<br>Over the castle on the hill<br>"
nSDgHBxUbVQ,photograph,ed sheeran,"
<br>Loving can hurt<br>Loving can hurt sometimes<br>But it's the only thing that I know<br>When it gets hard<br>You know it can get hard sometimes<br>It is the only thing that makes us feel alive<br><br>We keep this love in a photograph<br>We made these memories for ourselves<br>Where our eyes are never closing<br>Hearts are never broken<br>Times forever frozen still<br><br>So you can keep me<br>Inside the pocket<br>Of your ripped jeans<br>Holding me closer<br>'Til our eyes meet<br>You won't ever be alone<br>Wait for me to come home<br><br>Loving can heal<br>Loving can mend your soul<br>And it's the only thing that I know (know)<br>I swear it will get easier<br>Remember that with every piece of ya<br>And it's the only thing we take with us when we die<br><br>We keep this love in a photograph<br>We made these memories for ourselves<br>Where our eyes are never closing<br>Hearts were never broken<br>Times forever frozen still<br><br>So you can keep me<br>Inside the pocket<br>Of your ripped jeans<br>Holding me closer<br>'Til our eyes meet<br>You won't ever be alone<br><br>And if you hurt me<br>That's OK, baby, only words bleed<br>Inside these pages you just hold me<br>And I won't ever let you go<br><br>Wait for me to come home<br>Wait for me to come home<br>Wait for me to come home<br>Wait for me to come home<br><br>Oh you can fit me<br>Inside the necklace you got when you were sixteen<br>Next to your heartbeat<br>Where I should be<br>Keep it deep within your soul<br><br>And if you hurt me<br>Well, that's OK, baby, only words bleed<br>Inside these pages you just hold me<br>And I won't ever let you go<br><br>When I'm away<br>I will remember how you kissed me<br>Under the lamppost<br>Back on 6th street<br>Hearing you whisper through the phone<br>""Wait for me to come home""<br>"
7j7twuejxvU,sharks,imagine dragons,"
<br>(Ha ha ha ha ha)<br><br>Trouble<br>Blood is in the rocky waters<br>Hide away your sons and daughters<br>Eat you alive<br>Levels<br>Better put your head on swivels<br>Dancin' with the very devil<br>Butter to knife<br><br>You think you're better than them<br>Better than them<br>You think they're really your friends<br>Really your friends<br>But when it comes to the end<br>To the end<br>You're just the same as them<br>Same as them (Ha ha ha ha ha)<br><br>So let it go, let it go<br>That's the way that it goes<br>First you're in, then you're out<br>Everybody knows<br>You're hot, then you're cold<br>You're a light in the dark<br>Just you wait and you'll see<br>That you're swimmin' with sharks<br><br>He's comin' to get you<br>(Chick, chicka) woo, woo<br>He's comin' to get you, get<br>(Chicka) Woo<br><br>Bubbles<br>Drownin', you're seein' doubles<br>Don't you let them see your struggles<br>Hidin' your tears<br>Crisis<br>Take advantage of your niceness<br>Cut you up in even slices<br>Prey on your fears<br><br>You think you're better than them<br>Better than them (You think you're better)<br>You think they're really your friends<br>Really your friends (Really your friends)<br>But when it comes to the end<br>To the end (Oh, no)<br>You're just the same as them<br>Same as them (Ha ha ha ha ha)<br><br>So let it go, let it go<br>That's the way that it goes<br>First you're in, then you're out<br>Everybody knows (Ooh-ooh-ooh)<br>You're hot, then you're cold<br>You're a light in the dark<br>Just you wait and you'll see<br>That you're swimmin' with sharks<br><br>(My blood is pumpin') He's comin' to get you<br>(Don't take it from me) Woo-woo<br>(My blood is pumpin') He's comin' to get you, get<br>(Don't take it from me)<br>(My blood is pumpin') He's comin' to get you<br>(Don't take it from me) Woo-woo<br>(My blood is pumpin') He's comin' to get you, get<br>(Don't take it from me)<br><br>Every time my heart is beatin', I can feel the recipe<br>I wonder if my day is coming, blame it on the entropy<br>My blood is pumpin', I can see the end is right in front of me<br>Don't take it from me, I could be everything, everything<br>(Sharks)<br>Don't take it from me<br>My blood is pumpin', my blood is pumpin' (Sharks)<br>Don't take it from me, I could be everything, everything<br><br>So let it go, let it go<br>That's the way that it goes<br>First you're in, then you're out<br>Everybody knows (Ooh-ooh-ooh)<br>You're hot, then you're cold<br>You're a light in the dark<br>Just you wait and you'll see<br>That you're swimmin' with sharks<br><br>(My blood is pumpin') He's comin' to get you<br>(Don't take it from me) Woo-woo<br>(My blood is pumpin') He's comin' to get you, get<br>(Don't take it from me)<br>(My blood is pumpin') He's comin' to get you<br>(Don't take it from me)<br>(My blood is pumpin') He's comin' to get you, get<br>(Don't take it from me)<br>"
